AQUARIUS_AQUARIUS	Phone	https://export-download.canva.com/cORE8/DAHUIGcORE8/-1/0/0001-525184090845940388.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQYCGKMUH5AO7UJ26%2F20260903%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260903T025935Z&X-Amz-Expires=41607&X-Amz-Signature=6be3d04e1cc8fc6bdbf058b187d41f2ad46c44ac88a9c71460a3571a8db55c8f&X-Amz-SignedHeaders=host%3Bx-amz-expected-bucket-owner&response-expires=Thu%2C%2003%20Sep%202026%2014%3A33%3A02%20GMT
AQUARIUS_ARIES	Phone	https://export-download.canva.com/cORE8/DAHUIGcORE8/-1/0/0002-525184090845940388.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQYCGKMUH5AO7UJ26%2F20260903%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260903T053300Z&X-Amz-Expires=33353&X-Amz-Signature=0c46aa77e6660965b4e97c71974cb2a01f8881b32a8f5c181fd395b370ecdaf5&X-Amz-SignedHeaders=host%3Bx-amz-expected-bucket-owner&response-expires=Thu%2C%2003%20Sep%202026%2014%3A48%3A53%20GMT
AQUARIUS_CANCER	Phone	https://export-download.canva.com/cORE8/DAHUIGcORE8/-1/0/0003-525184090845940388.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQYCGKMUH5AO7UJ26%2F20260903%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260903T123247Z&X-Amz-Expires=8926&X-Amz-Signature=83673bde6b9b80aff5d384a2609687d5f0b7d9f6d26cf72ffcc50e1269dbed39&X-Amz-SignedHeaders=host%3Bx-amz-expected-bucket-owner&response-expires=Thu%2C%2003%20Sep%202026%2015%3A01%3A33%20GMT
AQUARIUS_CAPRICORN	Phone	https://export-download.canva.com/cORE8/DAHUIGcORE8/-1/0/0004-525184090845940388.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQYCGKMUH5AO7UJ26%2F20260902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260902T161415Z&X-Amz-Expires=81246&X-Amz-Signature=d48a55d9b49ae36d7a62f86ae2ba654dde72432320dd452c60314d2cf5eefd4e&X-Amz-SignedHeaders=host%3Bx-amz-expected-bucket-owner&response-expires=Thu%2C%2003%20Sep%202026%2014%3A48%3A21%20GMT
AQUARIUS_GEMINI	Phone	https://export-download.canva.com/cORE8/DAHUIGcORE8/-1/0/0005-525184090845940388.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQYCGKMUH5AO7UJ26%2F20260903%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260903T025900Z&X-Amz-Expires=42612&X-Amz-Signature=24a37154672f31f185cb82ec33c2697049bc99e3148962d3120b5787703fde54&X-Amz-SignedHeaders=host%3Bx-amz-expected-bucket-owner&response-expires=Thu%2C%2003%20Sep%202026%2014%3A49%3A12%20GMT
AQUARIUS_LEO	Phone	https://export-download.canva.com/cORE8/DAHUIGcORE8/-1/0/0006-525184090845940388.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQYCGKMUH5AO7UJ26%2F20260902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260902T214602Z&X-Amz-Expires=62879&X-Amz-Signature=2b595fc0947c386574a614b82028ed5646ea3840738387a655bcbf4e6eb50a6c&X-Amz-SignedHeaders=host%3Bx-amz-expected-bucket-owner&response-expires=Thu%2C%2003%20Sep%202026%2015%3A14%3A01%20GMT
AQUARIUS_LIBRA	Phone	https://export-download.canva.com/cORE8/DAHUIGcORE8/-1/0/0007-525184090845940388.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQYCGKMUH5AO7UJ26%2F20260903%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260903T072714Z&X-Amz-Expires=25001&X-Amz-Signature=0aa579efd8ad8e417897090b436904c4f26a68784d04bd6975d16eb0c2796520&X-Amz-SignedHeaders=host%3Bx-amz-expected-bucket-owner&response-expires=Thu%2C%2003%20Sep%202026%2014%3A23%3A55%20GMT
AQUARIUS_PISCES	Phone	https://export-download.canva.com/cORE8/DAHUIGcORE8/-1/0/0008-525184090845940388.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQYCGKMUH5AO7UJ26%2F20260902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260902T144224Z&X-Amz-Expires=86237&X-Amz-Signature=b2bf75b1849f3e33124d182e9aa33b5d6b0838a211607f237276aae895996dd0&X-Amz-SignedHeaders=host%3Bx-amz-expected-bucket-owner&response-expires=Thu%2C%2003%20Sep%202026%2014%3A39%3A41%20GMT
AQUARIUS_SAGITTARIUS	Phone	https://export-download.canva.com/cORE8/DAHUIGcORE8/-1/0/0009-525184090845940388.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQYCGKMUH5AO7UJ26%2F20260903%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260903T094400Z&X-Amz-Expires=16631&X-Amz-Signature=43d3b16dcfd6fd8cd8f5243285d69764fbd9aeb96978c9c0c89be70135b877a8&X-Amz-SignedHeaders=host%3Bx-amz-expected-bucket-owner&response-expires=Thu%2C%2003%20Sep%202026%2014%3A21%3A11%20GMT
AQUARIUS_SCORPIO	Phone	https://export-download.canva.com/cORE8/DAHUIGcORE8/-1/0/0010-525184090845940388.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQYCGKMUH5AO7UJ26%2F20260902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260902T174916Z&X-Amz-Expires=74648&X-Amz-Signature=f586caf9f73cb8c50943152c7374c50a3bdc1ee1a876fb0bb8618e755e2e55cc&X-Amz-SignedHeaders=host%3Bx-amz-expected-bucket-owner&response-expires=Thu%2C%2003%20Sep%202026%2014%3A33%3A24%20GMT
